,value,timestamp
2018-10-19 13:09:44.835,0.0,1539954584.835
2018-10-19 09:22:48.154,111.695,1539940968.154
2018-10-19 09:22:59.671,105.0125,1539940979.671
2018-10-19 09:23:26.363,112.56,1539941006.363
2018-10-19 09:24:15.380,126.791,1539941055.38
2018-10-19 09:24:31.286,112.56,1539941071.286
2018-10-19 09:24:41.064,126.791,1539941081.064
2018-10-19 09:25:57.880,111.644,1539941157.88
2018-10-19 09:26:03.990,95.0345,1539941163.99
2018-10-19 09:26:17.697,111.644,1539941177.697
2018-10-19 09:26:18.497,0.0,1539941178.497
2018-10-17 12:04:37.662,111.695,1539777877.662
2018-10-17 12:04:49.387,105.0075,1539777889.387
2018-10-17 12:05:16.109,112.5525,1539777916.109
2018-10-17 12:06:05.232,126.791,1539777965.232
2018-10-17 12:06:21.023,112.5525,1539777981.023
2018-10-17 12:06:30.829,126.791,1539777990.829
2018-10-17 12:18:17.623,111.644,1539778697.623
2018-10-17 12:18:23.644,95.018,1539778703.644
2018-10-17 12:18:37.486,111.644,1539778717.486
2018-10-17 12:18:38.354,0.0,1539778718.354
2018-10-18 12:51:58.323,111.695,1539867118.323
2018-10-18 12:52:10.182,105.0125,1539867130.182
2018-10-18 12:52:36.852,112.565,1539867156.852
2018-10-18 12:53:25.956,126.791,1539867205.956
2018-10-18 12:53:41.757,112.565,1539867221.757
2018-10-18 12:53:51.463,126.791,1539867231.463
2018-10-18 12:55:10.268,111.644,1539867310.268
2018-10-18 12:55:16.372,95.0345,1539867316.372
2018-10-18 12:55:30.095,111.644,1539867330.095
2018-10-18 12:55:30.995,0.0,1539867330.995
2018-10-19 08:28:49.733,111.695,1539937729.733
2018-10-19 08:29:01.651,105.0125,1539937741.651
2018-10-19 08:29:28.259,112.555,1539937768.259
2018-10-19 08:30:17.385,126.791,1539937817.385
2018-10-19 08:30:33.164,112.555,1539937833.164
2018-10-19 08:30:42.974,126.791,1539937842.974
2018-10-19 08:32:04.189,111.644,1539937924.189
2018-10-19 08:32:10.484,95.0345,1539937930.484
2018-10-19 08:32:24.104,111.644,1539937944.104
2018-10-19 08:32:24.921,0.0,1539937944.921
2018-10-17 12:00:07.479,111.695,1539777607.479
2018-10-17 12:00:19.383,105.0075,1539777619.383
2018-10-17 12:00:46.125,112.5525,1539777646.125
2018-10-17 12:01:35.198,126.791,1539777695.198
2018-10-17 12:01:50.999,112.5525,1539777710.999
2018-10-17 12:02:00.799,126.791,1539777720.799
